Game ID,Rated,Start Time,End Time,No. of Turns,Game_status,Winner,Increment_time,White_id,White_rating,Black_id,Black_rating,Moves,Opening_eco,Opening_name,Opening_play
mo2Fx2Nf,TRUE,1.45E+12,1.45E+12,45,mate,white,30+10,ivanbus,1257,ameen_atroshy,1192,e4 e5 Nf3 Nc6 Nc3 Nf6 d4 exd4 Nxd4 Nxd4 Qxd4 c5 Qe5+ Be7 Bb5 a6 Bc4 b5 Bd5 d6 Bc6+ Bd7 Qg5 O-O Bxa8 Qxa8 Nd5 Nxd5 Qxd5 Qxd5 exd5 Bf5 O-O Bxc2 Re1 Re8 b3 g6 Bb2 c4 Re2 Bd3 Re3 Bg5 Rxe8#,C47,Four Knights Game: Scotch Variation Accepted,8
ziHN1hrw,TRUE,1.45E+12,1.45E+12,25,mate,white,30+10,ivanbus,1249,ignar74,1147,e4 e5 Nf3 Nc6 Nc3 Nf6 Bc4 h6 d4 d5 Bxd5 Ng4 h3 Nf6 dxe5 Nxe5 Nxe5 Nxd5 Nxd5 c6 Qf3 f6 Qh5+ g6 Qxg6#,C46,Four Knights Game: Italian Variation,7
QoEITbKl,TRUE,1.45E+12,1.45E+12,66,resign,black,30+10,ivanbus,1261,dineshar,1186,e4 e5 Nf3 Nc6 Nc3 Nf6 d4 exd4 Nxd4 Bb4 Qd2 O-O b3 b6 Bb2 Bb7 f3 Re8 Bd3 Nxd4 O-O g6 Rfe1 Nh5 g4 Nf6 a3 Bxc3 Qxc3 Nxf3+ Kf1 Nxe1 Rxe1 c5 g5 d5 e5 Ne4 Rxe4 dxe4 e6 f6 gxf6 Rxe6 f7+ Kxf7 Qg7+ Ke8 Bb5+ Bc6 Bxc6+ Rxc6 Qh8+ Kd7 Qxh7+ Kc8 Qh3+ Qd7 Qh8+ Qd8 Qh3+ Kb7 Qh7+ Qc7 Be5 Qxh7,C47,Four Knights Game: Scotch Variation Accepted,8
A8YuGP19,FALSE,1.45E+12,1.45E+12,80,mate,black,15+20,tandemchess2,1500,jposthuma,2154,e4 c6 Nf3 d5 exd5 cxd5 g3 Nf6 Bg2 Nc6 d4 Bf5 Nh4 Bg6 Nxg6 hxg6 Bf4 e6 Bg5 Qb6 b3 Qxd4 Qxd4 Nxd4 Kd1 Ng4 Be3 Nxe3+ fxe3 Nf5 Ke2 Bc5 Nc3 Nxe3 Bf3 Nxc2 Rac1 Nd4+ Ke3 Nxb3+ Kf4 Nxc1 Rxc1 g5+ Kxg5 Be3+ Kg4 Bxc1 Nb5 Ke7 h4 Rac8 Nd4 Rc4 Kh3 Rxd4 Be2 g5 Bb5 gxh4 gxh4 Rhxh4+ Kg3 Rhg4+ Kf3 Rgf4+ Ke2 Rfe4+ Kf3 Re3+ Kf2 Rb4 a4 Rb2+ Kf1 Rh3 Kg1 Be3+ Kf1 Rh1#,B10,Caro-Kann Defense,2
HaQDWyiM,FALSE,1.48E+12,1.48E+12,43,resign,white,10+2,tandemchess,1673,wikiplayschess,1839,e4 c5 Nf3 d6 d4 cxd4 Nxd4 Nf6 Nc3 a6 h3 e6 g4 b5 Bg2 Bb7 O-O Be7 e5 Bxg2 exf6 Bxf1 fxe7 Qxe7 Qxf1 O-O Be3 b4 Ne4 d5 Ng3 e5 Ndf5 Qc7 Nh5 Nd7 Nhxg7 Qxc2 Nh5 d4 Bh6 Rfc8 Ne7+,B90,Sicilian Defense: Najdorf Variation |  Adams Attack,11
24VlKFZ8,FALSE,1.48E+12,1.48E+12,54,outoftime,black,10+2,wikiplayschess,1839,tandemchess,1673,e4 e5 Nf3 Nc6 Bb5 a6 Ba4 Nf6 O-O Be7 Re1 b5 Bb3 O-O c3 d5 d3 Bg4 Nbd2 Re8 h3 Bh5 Nf1 Bf8 Bg5 d4 cxd4 Nxd4 N1h2 Qd6 Rc1 Rad8 Bxf6 Qxf6 Rxc7 Bb4 Rf1 Ba5 Ra7 Bb6 Rxa6 Nxf3+ Nxf3 Bxf2+ Rxf2 Qxa6 g4 Bg6 Qf1 Qb6 Kg2 Qe3 Bc2 Rc8,C89,Ruy Lopez: Marshall Attack,16
euZVf5HZ,FALSE,1.48E+12,1.48E+12,35,resign,white,10+2,tandemchess,1673,wikiplayschess,1839,e4 c5 Nf3 d6 d4 cxd4 Nxd4 Nf6 Nc3 a6 h3 e6 g4 h6 Bg2 d5 exd5 exd5 O-O b5 Re1+ Be7 Qe2 Bb7 Nf5 Nc6 Nxg7+ Kf8 Nf5 d4 Nxe7 Nxe7 Bxb7 Rb8 Qe5,B90,Sicilian Defense: Najdorf Variation |  Adams Attack,11
QQBVc2UZ,FALSE,1.48E+12,1.48E+12,50,resign,black,10+2,wikiplayschess,1839,tandemchess,1673,e4 e5 Nf3 Nc6 Bb5 a6 Ba4 Nf6 O-O Be7 d3 b5 Bb3 d6 c3 O-O Nbd2 Na5 Bc2 c5 d4 Qc7 dxe5 dxe5 Re1 h6 Nf1 Be6 h3 Rfd8 Bd2 Nc4 b3 Nxd2 N3xd2 Rd7 Qe2 Rad8 Rad1 Qa5 Qe3 Qxa2 Bb1 Qa5 Nh2 Bxb3 Nxb3 Rxd1 Rxd1 Rxd1+,C78,Ruy Lopez: Closed Variations |  Martinez Variation,11
H4DqND3S,FALSE,1.48E+12,1.48E+12,23,resign,white,10+2,tandemchess,1673,wikiplayschess,1839,e4 c5 Nf3 d6 d4 cxd4 Nxd4 Nf6 Nc3 a6 h3 Qb6 g4 h6 Bg2 Nc6 Nde2 e5 Be3 Qxb2 Rb1 Qa3 Rb3,B90,Sicilian Defense: Najdorf Variation |  Adams Attack,11
e4ckxMmq,FALSE,1.48E+12,1.48E+12,50,resign,black,10+2,wikiplayschess,1839,tandemchess,1673,d4 Nf6 c4 e6 Nc3 Bb4 e3 O-O Bd3 c5 Ne2 d5 cxd5 exd5 O-O Nc6 dxc5 Bxc5 Qa4 Bg4 Bd2 a6 Qc2 Qd6 h3 Bh5 Ng3 Bg6 Bxg6 hxg6 Rad1 Rac8 a3 Rfe8 Rfe1 Ba7 Qd3 Ne5 Qe2 Nc4 Bc1 d4 e4 Qxg3 fxg3 d3+ Kh1 dxe2 Rxe2 Re5,E47,Nimzo-Indian Defense: Normal Variation |  Bishop Attack,9
zr63v9Rk,TRUE,1.45E+12,1.45E+12,9,resign,white,15+0,marcosaba,2181,aqwert,2327,e4 d5 d4 dxe4 Nc3 e6 Nxe4 Nc6 c3,C10,French Defense: Rubinstein Variation,6
uWVoT53m,TRUE,1.45E+12,1.45E+12,115,draw,draw,15+8,aqwert,2322,gelerozijn,2472,d3 d5 e4 dxe4 Nc3 e5 dxe4 Qxd1+ Nxd1 Nf6 Bd3 Nc6 Ne3 Be6 Nf3 Bc5 O-O Rd8 h3 O-O a3 h6 Rd1 Nh5 Nd5 Bd6 Be3 Nf4 Bf1 f5 Bxf4 exf4 exf5 Bxf5 Bd3 Be6 Be4 Rfe8 Nc3 a6 Rd2 g5 Rad1 Bf7 h4 g4 Nd4 Nxd4 Rxd4 g3 Kf1 gxf2 Bd5 Re3 Bxf7+ Kxf7 Ne4 Re1+ Rxe1 fxe1=Q+ Kxe1 Re8 Kf2 Be5 Rb4 b5 a4 c5 Rb3 bxa4 Rb7+ Re7 Rb6 Re6 Rxe6 Kxe6 Nxc5+ Kf5 Nxa4 h5 Kf3 Bf6 c3 Be7 b3 a5 c4 Ke5 Nb6 Bxh4 Nd7+ Kd4 Kxf4 Kc3 Nc5 Kb4 Nb7 Bf2 c5 Kb5 Nd6+ Kb4 c6 Bb6 Kg5 Kxb3 Nb7 Kb4 Nxa5 Bxa5 Kxh5 Kc5 c7 Bxc7 g4,A00,Van Geet Opening: Dunst-Perrenet Gambit,5
8w5h7deH,TRUE,1.45E+12,1.45E+12,69,resign,white,12+0,aqwert,2315,kurzeme,2128,c3 d5 d4 e5 dxe5 f6 e4 dxe4 Qxd8+ Kxd8 Nd2 Bf5 Ne2 Nd7 Nd4 g6 exf6 Ngxf6 Nc4 a6 Ne3 Ne5 Nexf5 gxf5 Bg5 Be7 Nxf5 Rg8 h4 Ke8 O-O-O Kf7 Be2 Ke6 Nd4+ Kf7 Nf5 Ke6 Nxe7 Kxe7 f4 exf3 gxf3 Rad8 f4 Rxd1+ Rxd1 Nd7 Rxd7+ Kxd7 Bxf6 Rg2 Bd3 Ke6 Bg5 h5 Bg6 c5 Bxh5 b5 Bg6 c4 f5+ Ke5 f6 Rg1+ Kd2 Rg2+ Ke3,A00,Saragossa Opening,1
7TOJ38K7,TRUE,1.45E+12,1.45E+12,77,resign,white,5+8,aqwert,2309,cryptic999,2091,c3 d5 d4 e6 Nf3 Nf6 Bf4 Bd6 e3 Bxf4 exf4 O-O Nbd2 b6 Bd3 Ba6 Bxa6 Nxa6 O-O c5 Ne5 Rc8 Qa4 Nc7 Qxa7 Nb5 Qa4 Nd6 Rfe1 Qc7 dxc5 bxc5 Rac1 Rb8 Qc2 c4 b4 Nfe4 Nxe4 Nxe4 a4 Ra8 a5 f6 Nf3 Qxf4 Nd4 Qd6 f3 Ng5 h4 e5 Nf5 Nxf3+ gxf3 Qd7 Rcd1 Kh8 Ne3 Qh3 Qg2 Qxh4 Nf5 Qg5 Qxg5 fxg5 Rxe5 g6 Ne3 Rxf3 Nxd5 Rd8 a6 g4 a7 h5 Ra1,A00,Saragossa Opening,1
LtSXNdvA,TRUE,1.45E+12,1.45E+12,102,mate,black,5+5,poor_yorick,2075,aqwert,2303,d4 d5 c4 e6 Nf3 Nc6 g3 Nf6 Bg2 dxc4 Qc2 Nxd4 Nxd4 Qxd4 O-O Qc5 Nd2 Nd5 Ne4 Qb5 Nc3 Nxc3 Qxc3 f6 b3 cxb3 Rb1 Bd6 Rxb3 Qa6 Ba3 O-O Bxd6 cxd6 Qd2 Rd8 Rc1 d5 e4 Qd6 exd5 b6 Rbc3 Bb7 Rc7 Bxd5 Bxd5 exd5 R1c6 Qe5 Rc1 Qf5 Qc2 Qxc2 R1xc2 a5 R2c6 Rab8 Re6 Rdc8 Rxc8+ Rxc8 Rxb6 Rc2 Rb5 Rxa2 Rxd5 Kf7 Rd7+ Kg6 Kg2 a4 Rd4 Kf5 Rf4+ Ke5 Rf3 a3 Re3+ Kd4 Re1 Rb2 Kf1 a2 h4 Rb1 Rxb1 axb1=Q+ Kg2 Qe4+ Kg1 Kd3 Kh2 Ke2 f3 Qxf3 Kh3 Kf2 Kh2 Qxg3+ Kh1 Qg2#,D30,Queen's Gambit Declined,4
q6Qmlg5t,FALSE,1.45E+12,1.45E+12,87,mate,white,14+10,aqwert,2303,aynaz22,1286,e4 b6 Nf3 Ba6 Bxa6 Nxa6 Qe2 Nc5 d4 Ne6 d5 Nc5 O-O g6 Nc3 Nf6 b4 Nb7 e5 Ng4 Qc4 h5 h3 Nh6 Nb5 c6 dxc6 dxc6 Qxc6+ Qd7 Nc7+ Kd8 Qxd7+ Kxd7 Nxa8 Nf5 Rd1+ Kc8 Bb2 h4 e6 fxe6 Bxh8 e5 Bxe5 Bg7 Bxg7 Nxg7 Ne5 g5 Rd7 Kb8 Rxe7 Nf5 Nc6+ Kxa8 Re8+ Nd8 Rxd8+ Kb7 b5 a6 Rb8+ Kc7 a4 axb5 axb5 Kd6 Rd1+ Kc5 Rf8 Kxb5 Na7+ Kc5 Rxf5+ Kb4 Rb1+ Kc3 Rxg5 Kxc2 Ra1 Kd2 Ra3 Ke2 Rd5 b5 Re3#,B00,Owen Defense,2
gqLfc59H,TRUE,1.45E+12,1.45E+12,130,resign,black,5+8,supercroc,2130,aqwert,2296,e4 e5 Nf3 Nc6 Bb5 Bc5 O-O Nf6 d3 d6 c3 O-O h3 a6 Ba4 b5 Bc2 Bb7 d4 Bb6 Bg5 exd4 cxd4 h6 Bh4 g5 Bg3 Nb4 Re1 Re8 d5 c6 dxc6 Bxc6 Nc3 Nxc2 Qxc2 Rc8 Qd3 Ba5 Nd4 Bxc3 Nxc6 Rxc6 bxc3 d5 exd5 Rxe1+ Rxe1 Qxd5 Qe2 Re6 Be5 Nd7 f4 gxf4 Qg4+ Rg6 Rd1 Qxe5 Qxd7 f3 Rd2 Qe1+ Kh2 Qg3+ Kh1 fxg2+ Kg1 Qe3+ Rf2 Qe1+ Kh2 Qxf2 Qe8+ Kh7 Qxf7+ Rg7 Qxf2 g1=Q+ Qxg1 Rxg1 Kxg1 Kg6 Kf2 Kf5 Kf3 a5 Ke3 Ke5 h4 a4 a3 Kf5 Kd4 h5 Kc5 Kg4 Kxb5 Kxh4 c4 Kg5 c5 h4 c6 h3 c7 h2 c8=Q h1=Q Qc5+ Kg4 Kxa4 Qa8+ Kb3 Qf3+ Kb4 Qb7+ Kc4 Qf7+ Qd5 Qc7+ Kd3 Qg3+ Ke4 Qf4+ Kd3 Qg3+ Ke4 Qf4+,C65,Ruy Lopez: Berlin Defense |  Beverwijk Variation,8
l6lJNkra,TRUE,1.45E+12,1.45E+12,140,resign,black,12+3,djamekauber,2293,aqwert,2282,e4 e5 Nf3 Nc6 Nc3 Nf6 Bb5 Bc5 O-O d6 d4 exd4 Nxd4 Bd7 Nf5 O-O Bg5 Bxf5 exf5 h6 Bh4 Nd4 Bd3 c6 Ne4 g5 fxg6 fxg6 Nxf6+ Rxf6 Bxg6 Ne6 Qh5 Qf8 Bxf6 Qxf6 c3 Nf4 Qf3 Rf8 Bc2 Qg7 Rae1 Kh8 a4 d5 a5 d4 Re4 Bd6 cxd4 a6 Rfe1 Qf7 Kh1 Bb4 Ra1 Nd5 Qh3 Bd2 Re2 Bg5 Bb3 Nf4 Qf3 Qg7 Re4 Nd5 Qe2 Nf4 Qf3 Nd5 Qg3 Qf6 Rf1 Bd2 Bxd5 cxd5 Rg4 Bf4 Qa3 Qf5 Qe7 Bg5 Qe5+ Kh7 h3 Qd7 Qe2 Rf7 f4 Bd8 b4 Be7 b5 axb5 Qd3+ Qf5 Qxb5 h5 Rg3 Bh4 Re3 Bf6 Qb2 h4 Rff3 Kh6 Qb6 Kg7 Re8 Qd7 Re6 Qd8 Qc5 Rc7 Qb4 Qd7 Rb6 Qf7 Qb2 Qe7 Rf1 Qf7 f5 Qe7 Rb1 Kh6 Qb3 Rc6 Rxb7 Qd8 Qxd5 Qxd5 R7b6 Qxf5 Rxc6 Qxb1+ Kh2 Kg5,C48,Four Knights Game: Spanish Variation |  Classical Variation,8
ZSxiJtyU,FALSE,1.45E+12,1.45E+12,90,mate,black,13+14,aynaz22,1371,aqwert,2282,g3 e5 Bh3 b6 f4 Bb7 f5 Bxh1 e3 Nf6 g4 d5 g5 Ne4 d3 Nxg5 a4 Qf6 Na3 Nxh3 Nxh3 Qxf5 Nf4 exf4 exf4 Qh3 Qe2+ Be7 f5 Nc6 Bg5 f6 Bf4 Nd4 Qe3 Nxf5 Qxh3 g6 Bxc7 Bxa3 bxa3 O-O c3 Rfe8+ Kd1 Ne3+ Kd2 Bg2 Qxe3 Rxe3 Kxe3 Rc8 Bd6 Rxc3 Rg1 Be4 Rg4 Rxd3+ Ke2 Rb3 Be7 Bf3+ Kf1 Bxg4 Bxf6 Rxa3 Be7 Rxa4 Bd8 d4 Bf6 d3 Ke1 Re4+ Kf1 Rf4+ Kg2 Rxf6 h3 d2 hxg4 d1=Q g5 Qf1+ Kg3 Rf2 Kg4 Qg2+ Kh4 Rf4#,A00,Hungarian Opening,1
AaDW8c7E,TRUE,1.45E+12,1.45E+12,131,mate,white,10+0,aqwert,2273,bonamana,2138,c3 d5 d4 Nf6 Nf3 Bf5 h3 e6 g4 Bg6 Ne5 Nbd7 Nxg6 hxg6 Bg2 Bd6 Qb3 Rb8 c4 c6 Nc3 a6 Bg5 Qc7 cxd5 exd5 Rc1 Qb6 Qxb6 Nxb6 b3 O-O O-O Rfe8 Bf3 Nbd7 Rfd1 Nf8 Rc2 Ne6 Bc1 Bf4 e3 Bd6 h4 Kh7 g5 Ng8 e4 dxe4 Nxe4 Bf4 d5 cxd5 Bxf4 Nxf4 Nd6 Re7 Rd4 Ne6 Rxd5 Rd7 Nc4 Rxd5 Bxd5 b5 Ne5 Ne7 Bxe6 fxe6 Rc7 Nf5 Ra7 Rb6 Nd7 Rd6 Nc5 Nxh4 Ne4 Rd1+ Kh2 Kg8 Rxa6 e5 Kh3 Rh1+ Kg4 Kf7 Nd6+ Ke6 Nxb5+ Kd5 Nc3+ Kd4 Ne2+ Kd3 Ng3 Rh2 Rd6+ Kc3 Ne4+ Kb4 a4 Nf5 Rxg6 Nd4 Rxg7 Nxb3 Rb7+ Kxa4 g6 Rg2+ Ng3 Rxf2 g7 Rf4+ Kh3 Nc5 Ra7+ Kb5 g8=Q Kb6 Qb8+ Kc6 Rc7+ Kd5 Qb5 Rc4 Rd7+ Ke6 Qc6#,A00,Saragossa Opening,1
uaXc1OTZ,TRUE,1.45E+12,1.45E+12,63,mate,white,8+5,aqwert,2267,fluefiske,2022,c3 Nf6 d4 e6 Bf4 Nh5 Be3 Be7 Nf3 b6 g4 Nf6 g5 Nd5 Bc1 Bd6 e4 Bb7 exd5 Bxd5 c4 Be4 Nc3 Bg6 Bg2 c6 Qe2 O-O Nh4 Bf5 O-O Qc7 f4 f6 Nxf5 exf5 gxf6 Rxf6 Nd5 cxd5 Bxd5+ Kf8 Bxa8 Nc6 Bxc6 Qxc6 d5 Qc7 Re1 g5 Qe8+ Kg7 b3 gxf4 Bb2 Qc5+ Kh1 Qf2 Bxf6+ Kh6 Rg1 f3 Bg7#,A00,Saragossa Opening,1
y6o8j8d0,TRUE,1.45E+12,1.45E+12,70,resign,black,12+1,yalda,1433,aqwert,2267,e4 d5 Bd3 dxe4 Bxe4 Nf6 Nc3 Qd6 d3 Nc6 Nf3 Qe6 O-O Nxe4 Nxe4 Qd5 Re1 Bg4 Nc3 Qd8 h3 Bxf3 Qxf3 e6 Bf4 Nd4 Qd1 Bd6 Bxd6 cxd6 Ne4 Rc8 c3 Nf5 Qa4+ Rc6 Qxa7 O-O Qxb7 Rc7 Qb3 d5 Nd2 Qg5 Nf3 Qf6 c4 dxc4 dxc4 Rfc8 Rac1 Nd6 Ne5 Qe7 Qd3 f6 Ng4 Nxc4 Nxf6+ Qxf6 b3 Ne5 Qa6 Rxc1 Rxc1 Rxc1+ Kh2 Qf4+ g3 Nf3+,B01,Scandinavian Defense,2
QcM8sSGl,FALSE,1.45E+12,1.45E+12,58,mate,black,5+8,aynaz22,1371,aqwert,2267,f3 e5 g4 d5 Bh3 e4 g5 Bxh3 Nxh3 exf3 exf3 Qe7+ Qe2 Nc6 b3 Nd4 Qe3 Nxc2+ Ke2 Nxe3 dxe3 Qe5 f4 Qxa1 Nd2 Qxa2 f5 O-O-O Rf1 d4 exd4 Rxd4 g6 hxg6 Ng5 Rxh2+ Rf2 Qa6+ Nc4 Rxf2+ Kxf2 gxf5 Nxf7 Qa2+ Bd2 Qxb3 Nfd6+ cxd6 Nxd6+ Bxd6 Be3 Bg3+ Kxg3 Qxe3+ Kg2 Rd2+ Kf1 Qf2#,A00,Gedult's Opening,1
rxfAX58s,TRUE,1.45E+12,1.45E+12,122,mate,black,5+5,farzaneh70,1540,aqwert,2266,d4 d5 c3 Nc6 b3 a6 a3 e6 e3 Nf6 f3 e5 Bd3 e4 fxe4 Nxe4 c4 Qf6 Nf3 Qh4+ Nxh4 Be7 g3 Nf6 c5 O-O Bc2 Bg4 Qd3 g6 Bd2 b6 b4 a5 b5 Nd8 c6 Bh3 Nc3 Ne6 a4 Ng5 O-O-O Rad8 Ne2 Nge4 Be1 Rfe8 Nf4 Bg4 Ne2 g5 Ng2 Bf3 Rg1 Bf8 Kb2 Nd6 Bd2 Nc4+ Ka2 Be4 Qc3 Bb4 Qb3 Nxd2 Rxd2 Bxd2 Bxe4 Nxe4 Ne1 Bb4 Nf3 Re6 Ne5 Rf6 h4 Rf2 Qc2 Rxe2 Qxe2 Nc3+ Ka1 Nxe2 Rf1 Bd6 Nxf7 Nxg3 Nh6+ Kg7 Nf5+ Nxf5 Rxf5 gxh4 Rxd5 Kg6 Kb1 h3 Rxd6+ Rxd6 d5 Rxd5 e4 Re5 Kc2 Rxe4 Kd3 Kf5 Kd2 h2 Kd3 h1=R Kd2 Rh3 Kc2 Rxa4 Kb2 Rg4 Kc2 Rg2+ Kd1 Rh1#,D00,Queen's Pawn Game,2
HVz8lO9j,TRUE,1.45E+12,1.45E+12,80,mate,black,10+0,mosi64,1301,aqwert,2266,e4 d5 Nc3 d4 Nd5 e6 Nf4 Qf6 d3 Bb4+ Bd2 Bxd2+ Qxd2 Nc6 c4 e5 Nd5 Qd6 Nf3 Nge7 Nh4 Nxd5 cxd5 Ne7 Nf5 Nxf5 exf5 O-O g4 Qxd5 Rg1 f6 h4 e4 Bg2 Qe5 h5 exd3+ Kd1 h6 Qxd3 Re8 Kd2 Qf4+ Kc2 Qxf2+ Qd2 Re2 Rad1 Rxd2+ Rxd2 Qxg1 Bd5+ Kh7 Rg2 Qe3 g5 hxg5 h6 gxh6 Bc4 Bxf5+ Kd1 Qf3+ Re2 Bg4 Kd2 d3 Bxd3+ f5 Re7+ Kg6 Rxc7 Qf4+ Kc3 Qxc7+ Kd4 Rd8+ Ke3 Qf4#,B01,Scandinavian Defense,2
jS9QG2EC,FALSE,1.45E+12,1.45E+12,34,outoftime,black,5+8,aqwert,2277,aynaz22,1371,e4 d6 d4 g6 Qf3 Bh6 Bc4 e6 Bxh6 Nxh6 Ne2 d5 exd5 b5 Bxb5+ c6 dxc6 a6 c7+ Nd7 cxd8=Q+ Kxd8 Qxa8 axb5 Qa5+ Nb6 Qxb6+ Ke8 Qc6+ Bd7 Qc5 Ng4 a4 bxa4,B07,Pirc Defense #5,3
pwKUZLjK,TRUE,1.45E+12,1.45E+12,151,outoftime,white,10+0,gmjeff,2312,aqwert,2277,d4 d5 Nf3 Nf6 c4 Bg4 Ne5 e6 Bg5 Bf5 Nc3 dxc4 e4 h6 Bh4 Bh7 Bxc4 Be7 O-O O-O Bxf6 Bxf6 f4 Bxe5 fxe5 Nc6 d5 Nxe5 Bb3 Qh4 dxe6 fxe6 Bxe6+ Kh8 Qd5 Qg5 Kh1 c6 Qc5 Rf6 Bf5 Ng4 Qg1 Bxf5 exf5 Ne3 Ne4 Qxg2+ Qxg2 Nxg2 Nxf6 Ne3 Rf3 Nc2 Rc1 Nd4 Rd3 Nxf5 Rf1 gxf6 Rxf5 Kg7 Rd7+ Kg6 Rf2 Rb8 Kg2 a5 Rd6 Rf8 h4 h5 Kg3 Rf7 a4 b5 Rxc6 bxa4 Rf4 Kg7 Rxa4 Rb7 Rc2 Rb5 Kf3 Kg6 Ke3 Re5+ Re4 Rf5 Kd4 Rb5 Kc4 Rf5 Kb3 Rd5 Ka4 Kf5 Rec4 Ke6 R2c3 f5 Rb3 Rd8 Rb5 Rd1 Rc6+ Kd7 Rf6 Ra1+ Kb3 a4+ Kb4 Kc8 Re5 Ra2 Kc3 Kd7 Rfxf5 Kd6 Rd5+ Ke6 Rc5 Ra1 Rfe5+ Kd6 Red5+ Ke6 b3 Rc1+ Kb4 axb3 Re5+ Kf6 Rxc1 Kxe5 Kxb3 Kf4 Rc4+ Kg3 Kb4 Kf3 Kc5 Kg3 Ra4 Kf3 Kd5 Kg3 Ke5 Kf3 Kf5,D02,Queen's Pawn Game: Symmetrical Variation,4
Od87fUfS,TRUE,1.45E+12,1.45E+12,58,resign,black,5+5,itsmagic,2201,aqwert,2266,e4 e5 Nf3 Nc6 Bb5 d6 d4 exd4 Nxd4 Bd7 Nc3 g6 Be3 Bg7 Qd2 Nge7 O-O-O O-O f3 Nxd4 Bxd4 Bxb5 Nxb5 f6 Nc3 Nc6 Be3 f5 h4 fxe4 Nxe4 Qe7 h5 Qe5 c3 gxh5 Qd5+ Qxd5 Rxd5 Ne5 Rxh5 Rae8 Rd1 Nxf3 gxf3 Rxf3 Bd4 Rxe4 Rg1 Rf7 Rhg5 Ree7 c4 Kf8 Kc2 Re2+ Kd3 Bxd4,C62,Ruy Lopez: Steinitz Defense,6
qxzijpRi,TRUE,1.45E+12,1.45E+12,47,resign,white,15+0,aqwert,2258,filov,2123,c3 Nf6 h3 e5 d4 exd4 cxd4 d5 Nc3 c6 Nf3 Bd6 e3 Bf5 Bd3 Ne4 Qc2 Qe7 Nd2 Ng3 Bxf5 Nxh1 Nxd5 cxd5 Qc8+ Qd8 Qxb7 O-O Qxa8 Qf6 Qxd5 Rd8 Qf3 Re8 Ne4 Bb4+ Kf1 Qa6+ Kg1 g6 Bg4 f5 Bxf5 gxf5 Qxf5 Nxf2 Nf6+,A00,Saragossa Opening,1
fodNBvuE,TRUE,1.45E+12,1.45E+12,51,mate,white,10+2,aqwert,2250,kirklar,2119,a3 d5 c3 e5 d4 e4 e3 f5 c4 c6 Nc3 Nf6 Qb3 Be7 Nh3 b6 cxd5 Nxd5 Nxd5 cxd5 Nf4 Bb7 Ne6 Qd7 Nxg7+ Kf7 Nh5 Nc6 Nf4 Na5 Qd1 Bc6 Qh5+ Kg7 g4 Nb3 gxf5 Rhg8 Rg1+ Kh8 Ng6+ Rxg6 fxg6 Bh4 Qxh4 Nxa1 Qf6+ Kg8 gxh7+ Kxh7 Qh4#,A00,Anderssen Opening,1
29eBIsj8,TRUE,1.45E+12,1.45E+12,74,resign,black,10+2,kirklar,2126,aqwert,2240,d4 Nf6 Nf3 d5 Bg5 h6 Bxf6 exf6 e3 Be6 Bd3 Bd6 Nbd2 O-O O-O Nd7 c4 dxc4 Bxc4 Bxc4 Nxc4 Be7 Qb3 Nb6 Nxb6 axb6 Rac1 Qd6 a3 Qd7 Qc4 Bd6 e4 b5 Qe2 Rfe8 Qc2 Bf4 Rcd1 Bd6 e5 Be7 d5 fxe5 Nxe5 Qd6 Qf5 Bf6 Nd3 Rad8 Rfe1 Rxe1+ Rxe1 g6 Qe4 Qxd5 Qxd5 Rxd5 Nb4 Rd2 Re8+ Kg7 g3 Rxb2 Rc8 Be5 Nd3 Rb1+ Kg2 Bd6 Rb8 Rb3 Ne1 b6,D03,Queen's Pawn Game: Torre Attack,5
eQxNcfmC,TRUE,1.45E+12,1.45E+12,69,draw,draw,9+1,kasrraiix,2235,aqwert,2258,e4 e5 Nf3 Nc6 Bc4 Nf6 Ng5 d5 exd5 Nxd5 Nxf7 Kxf7 Qf3+ Ke6 Nc3 Nd4 Bxd5+ Kd7 Qe4 c6 Bb3 Qf6 f4 exf4 d3 g5 O-O Bc5 Kh1 Nxb3 axb3 Kc7 Qc4 Qd4 Qf7+ Bd7 Ra4 Qd6 Ne4 Qe5 Nxg5 Be3 Rd4 Rad8 Bxe3 fxe3 Qf4 Qxf4 Rdxf4 e2 Re1 Rde8 Ne4 Rhf8 Rxf8 Rxf8 Kg1 Bg4 h3 Rf1+ Rxf1 exf1=Q+ Kxf1 Bd1 c3 Bxb3 Ke2 h5 Ke3,C57,Italian Game: Two Knights Defense |  Fried Liver Attack,11
80gj0Kgz,TRUE,1.45E+12,1.45E+12,61,resign,white,15+15,aqwert,2246,setne007,2204,a3 g6 b4 Bg7 Nc3 d5 d4 Nf6 e3 O-O Nf3 Nbd7 Bd3 b6 O-O Bb7 Bb2 c5 h3 Rc8 bxc5 bxc5 Nb5 Qa5 dxc5 Nxc5 Rb1 Na4 Bd4 a6 Nd6 exd6 Rxb7 Nc5 Rb1 Nfe4 Bxe4 dxe4 Bxg7 Kxg7 Nd4 Qxa3 Ra1 Qc3 Qg4 f5 Qf4 Rf6 h4 h5 Rab1 a5 Rb6 Rd8 Rfb1 a4 Rc6 Rd7 Rc8 a3 Rh8,A00,Anderssen Opening,1
